+-----+----------------+----------------+------+-------+-----+----------+
| id  |     caller     |    receiver    | year | month | day | duration |
| 323 | (544) 555-8087 | (301) 555-4174 | 2021 | 7     | 29  | 419      |
| 324 | (831) 555-0973 | (033) 555-9033 | 2021 | 7     | 29  | 57       |
| 325 | (594) 555-6254 | (328) 555-1152 | 2021 | 7     | 29  | 569      |
| 326 | (389) 555-5198 | (609) 555-5876 | 2021 | 7     | 29  | 397      |
| 327 | (826) 555-1652 | (558) 555-9741 | 2021 | 7     | 29  | 242      |
| 328 | (041) 555-4011 | (321) 555-6083 | 2021 | 7     | 29  | 404      |
| 329 | (375) 555-8161 | (801) 555-9266 | 2021 | 7     | 29  | 419      |
| 330 | (067) 555-4133 | (502) 555-6712 | 2021 | 7     | 29  | 272      |
| 331 | (839) 555-1757 | (547) 555-8781 | 2021 | 7     | 29  | 258      |
| 332 | (558) 555-9741 | (918) 555-2946 | 2021 | 7     | 29  | 259      |
| 333 | (911) 555-0229 | (741) 555-1748 | 2021 | 7     | 29  | 81       |
| 334 | (911) 555-0229 | (725) 555-4692 | 2021 | 7     | 29  | 296      |
| 335 | (666) 555-5774 | (492) 555-5484 | 2021 | 7     | 29  | 288      |
| 336 | (233) 555-0473 | (478) 555-1565 | 2021 | 7     | 29  | 362      |
| 337 | (771) 555-6667 | (918) 555-5327 | 2021 | 7     | 29  | 498      |
| 338 | (343) 555-0167 | (267) 555-2761 | 2021 | 7     | 29  | 127      |
| 339 | (338) 555-6650 | (183) 555-7322 | 2021 | 7     | 29  | 591      |
| 340 | (233) 555-0473 | (068) 555-0183 | 2021 | 7     | 29  | 441      |
| 341 | (336) 555-0077 | (609) 555-5876 | 2021 | 7     | 29  | 478      |
| 342 | (892) 555-8872 | (247) 555-7205 | 2021 | 7     | 29  | 534      |
| 343 | (095) 555-3639 | (452) 555-8550 | 2021 | 7     | 29  | 192      |
| 344 | (190) 555-4928 | (821) 555-5262 | 2021 | 7     | 29  | 297      |
| 345 | (829) 555-5269 | (286) 555-0131 | 2021 | 7     | 29  | 337      |
| 346 | (328) 555-1152 | (960) 555-2044 | 2021 | 7     | 29  | 295      |
| 347 | (357) 555-0246 | (730) 555-5115 | 2021 | 7     | 29  | 598      |
| 348 | (956) 555-1395 | (892) 555-8872 | 2021 | 7     | 29  | 484      |
| 349 | (042) 555-1772 | (219) 555-0139 | 2021 | 7     | 29  | 96       |
| 350 | (125) 555-8030 | (636) 555-3370 | 2021 | 7     | 29  | 455      |
| 351 | (195) 555-4173 | (343) 555-0167 | 2021 | 7     | 29  | 371      |
| 352 | (601) 555-6795 | (771) 555-6667 | 2021 | 7     | 29  | 571      |
| 353 | (901) 555-8732 | (487) 555-5865 | 2021 | 7     | 29  | 35       |
| 354 | (037) 555-8455 | (869) 555-6696 | 2021 | 7     | 29  | 323      |
| 355 | (188) 555-4719 | (394) 555-3247 | 2021 | 7     | 29  | 223      |
| 356 | (841) 555-3728 | (604) 555-0153 | 2021 | 7     | 29  | 103      |
| 357 | (367) 555-0409 | (544) 555-8087 | 2021 | 7     | 29  | 492      |
| 358 | (960) 555-2044 | (260) 555-0610 | 2021 | 7     | 29  | 226      |
| 359 | (022) 555-4052 | (190) 555-4928 | 2021 | 7     | 29  | 577      |
| 360 | (195) 555-4173 | (066) 555-9701 | 2021 | 7     | 29  | 218      |
| 361 | (959) 555-4871 | (357) 555-0246 | 2021 | 7     | 29  | 432      |
| 362 | (608) 555-9302 | (959) 555-4871 | 2021 | 7     | 29  | 570      |
| 363 | (267) 555-2761 | (738) 555-2050 | 2021 | 7     | 29  | 582      |
| 364 | (037) 555-8455 | (918) 555-2946 | 2021 | 7     | 29  | 536      |
| 365 | (357) 555-0246 | (209) 555-7806 | 2021 | 7     | 29  | 408      |
| 366 | (973) 555-3809 | (505) 555-5698 | 2021 | 7     | 29  | 358      |
| 367 | (328) 555-1152 | (829) 555-5269 | 2021 | 7     | 29  | 302      |
| 368 | (892) 555-8872 | (821) 555-5262 | 2021 | 7     | 29  | 299      |
| 369 | (056) 555-0309 | (914) 555-5994 | 2021 | 7     | 29  | 176      |
| 370 | (375) 555-8161 | (342) 555-9260 | 2021 | 7     | 29  | 454      |
| 371 | (035) 555-2997 | (725) 555-4692 | 2021 | 7     | 29  | 113      |
| 372 | (914) 555-5994 | (932) 555-1504 | 2021 | 7     | 29  | 64       |
| 373 | (932) 555-1504 | (738) 555-2050 | 2021 | 7     | 29  | 414      |
| 374 | (502) 555-6712 | (998) 555-1979 | 2021 | 7     | 29  | 221      |
| 375 | (696) 555-9195 | (891) 555-5672 | 2021 | 7     | 29  | 132      |
| 376 | (529) 555-7276 | (636) 555-3370 | 2021 | 7     | 29  | 246      |
| 377 | (775) 555-7584 | (123) 555-5144 | 2021 | 7     | 30  | 90       |
| 378 | (301) 555-4174 | (394) 555-3247 | 2021 | 7     | 30  | 432      |
| 379 | (738) 555-2050 | (994) 555-3373 | 2021 | 7     | 30  | 491      |
| 380 | (741) 555-1748 | (117) 555-6630 | 2021 | 7     | 30  | 308      |
| 381 | (006) 555-0505 | (666) 555-5774 | 2021 | 7     | 30  | 600      |
| 382 | (455) 555-5315 | (234) 555-1294 | 2021 | 7     | 30  | 49       |
| 383 | (873) 555-8470 | (336) 555-0077 | 2021 | 7     | 30  | 113      |
| 384 | (579) 555-5030 | (458) 555-8396 | 2021 | 7     | 30  | 558      |
| 385 | (956) 555-1395 | (031) 555-9915 | 2021 | 7     | 30  | 433      |
| 386 | (696) 555-9195 | (357) 555-0246 | 2021 | 7     | 30  | 274      |
| 387 | (801) 555-8906 | (243) 555-7229 | 2021 | 7     | 30  | 542      |
| 388 | (125) 555-8030 | (168) 555-6126 | 2021 | 7     | 30  | 143      |
| 389 | (047) 555-0577 | (344) 555-9601 | 2021 | 7     | 30  | 71       |
| 390 | (356) 555-6641 | (725) 555-4692 | 2021 | 7     | 30  | 224      |
| 391 | (380) 555-4380 | (188) 555-4719 | 2021 | 7     | 30  | 327      |
| 392 | (873) 555-8470 | (041) 555-4011 | 2021 | 7     | 30  | 492      |
| 393 | (841) 555-3728 | (260) 555-0610 | 2021 | 7     | 30  | 586      |
| 394 | (007) 555-2874 | (956) 555-1395 | 2021 | 7     | 30  | 53       |
| 395 | (367) 555-5533 | (455) 555-5315 | 2021 | 7     | 30  | 31       |
| 396 | (636) 555-3370 | (113) 555-7544 | 2021 | 7     | 30  | 324      |
| 397 | (123) 555-5144 | (118) 555-8106 | 2021 | 7     | 30  | 149      |
| 398 | (717) 555-1342 | (455) 555-5315 | 2021 | 7     | 30  | 409      |
| 399 | (113) 555-7544 | (336) 555-0077 | 2021 | 7     | 30  | 82       |
| 400 | (328) 555-9658 | (826) 555-1652 | 2021 | 7     | 30  | 306      |
| 401 | (770) 555-1861 | (123) 555-5144 | 2021 | 7     | 30  | 491      |
| 402 | (337) 555-9411 | (060) 555-2489 | 2021 | 7     | 30  | 30       |
| 403 | (873) 555-3868 | (047) 555-0577 | 2021 | 7     | 30  | 65       |
| 404 | (914) 555-5994 | (725) 555-3243 | 2021 | 7     | 30  | 126      |
| 405 | (420) 555-5821 | (771) 555-6667 | 2021 | 7     | 30  | 312      |
| 406 | (738) 555-2050 | (666) 555-5774 | 2021 | 7     | 30  | 531      |
| 407 | (066) 555-9701 | (636) 555-4198 | 2021 | 7     | 30  | 414      |
| 408 | (609) 555-5876 | (389) 555-5198 | 2021 | 7     | 30  | 255      |
| 409 | (060) 555-2489 | (243) 555-7229 | 2021 | 7     | 30  | 215      |
| 410 | (814) 555-5180 | (016) 555-9166 | 2021 | 7     | 30  | 89       |
| 411 | (033) 555-9033 | (293) 555-1469 | 2021 | 7     | 30  | 39       |
| 412 | (243) 555-7229 | (770) 555-1196 | 2021 | 7     | 30  | 268      |
| 413 | (022) 555-4052 | (006) 555-0505 | 2021 | 7     | 30  | 88       |
| 414 | (751) 555-6567 | (696) 555-9195 | 2021 | 7     | 30  | 373      |
| 415 | (211) 555-3762 | (892) 555-8872 | 2021 | 7     | 30  | 503      |
| 416 | (059) 555-4698 | (238) 555-5554 | 2021 | 7     | 30  | 262      |
| 417 | (660) 555-3095 | (568) 555-3190 | 2021 | 7     | 30  | 468      |
| 418 | (367) 555-5533 | (841) 555-3728 | 2021 | 7     | 30  | 511      |
| 419 | (772) 555-5770 | (789) 555-8833 | 2021 | 7     | 30  | 84       |
| 420 | (068) 555-0183 | (996) 555-8899 | 2021 | 7     | 30  | 539      |
| 421 | (321) 555-6083 | (704) 555-2131 | 2021 | 7     | 30  | 317      |
| 422 | (204) 555-4136 | (406) 555-4440 | 2021 | 7     | 30  | 171      |
| 423 | (211) 555-3762 | (487) 555-5865 | 2021 | 7     | 30  | 573      |
| 424 | (499) 555-9472 | (996) 555-8899 | 2021 | 7     | 30  | 506      |
| 425 | (033) 555-9033 | (367) 555-0409 | 2021 | 7     | 30  | 427      |
| 426 | (267) 555-2761 | (328) 555-1152 | 2021 | 7     | 30  | 532      |
| 427 | (645) 555-8082 | (406) 555-4440 | 2021 | 7     | 30  | 248      |
| 428 | (125) 555-8030 | (420) 555-5821 | 2021 | 7     | 30  | 253      |
| 429 | (247) 555-7205 | (877) 555-0523 | 2021 | 7     | 30  | 199      |
| 430 | (006) 555-0505 | (195) 555-4173 | 2021 | 7     | 30  | 554      |
| 431 | (841) 555-3728 | (356) 555-6641 | 2021 | 7     | 30  | 241      |
| 432 | (450) 555-8297 | (749) 555-4874 | 2021 | 7     | 30  | 118      |
| 433 | (183) 555-7322 | (669) 555-6918 | 2021 | 7     | 30  | 192      |
| 434 | (496) 555-2096 | (047) 555-0577 | 2021 | 7     | 30  | 191      |
| 435 | (310) 555-8568 | (067) 555-4133 | 2021 | 7     | 30  | 538      |
| 436 | (973) 555-3809 | (959) 555-4871 | 2021 | 7     | 30  | 46       |
| 437 | (356) 555-6641 | (558) 555-9741 | 2021 | 7     | 30  | 34       |
| 438 | (194) 555-5027 | (310) 555-8568 | 2021 | 7     | 30  | 234      |
| 439 | (962) 555-5827 | (340) 555-8872 | 2021 | 7     | 30  | 125      |
| 440 | (123) 555-5144 | (901) 555-8732 | 2021 | 7     | 30  | 366      |
| 441 | (035) 555-2997 | (056) 555-0309 | 2021 | 7     | 30  | 594      |
| 442 | (829) 555-5269 | (022) 555-4052 | 2021 | 7     | 30  | 232      |
| 443 | (730) 555-5115 | (918) 555-5327 | 2021 | 7     | 30  | 74       |
| 444 | (258) 555-5627 | (130) 555-0289 | 2021 | 7     | 30  | 160      |
| 445 | (492) 555-5484 | (841) 555-3728 | 2021 | 7     | 30  | 71       |
| 446 | (095) 555-3639 | (188) 555-4719 | 2021 | 7     | 30  | 87       |
| 447 | (041) 555-4011 | (771) 555-7880 | 2021 | 7     | 30  | 572      |
| 448 | (183) 555-7322 | (147) 555-6818 | 2021 | 7     | 30  | 121      |
| 449 | (190) 555-4928 | (122) 555-4581 | 2021 | 7     | 30  | 449      |
| 450 | (910) 555-3251 | (233) 555-0473 | 2021 | 7     | 30  | 438      |
| 451 | (286) 555-6063 | (344) 555-9601 | 2021 | 7     | 30  | 154      |
| 452 | (721) 555-1131 | (450) 555-8297 | 2021 | 7     | 30  | 446      |
| 453 | (478) 555-1565 | (867) 555-9103 | 2021 | 7     | 30  | 529      |
| 454 | (771) 555-6667 | (190) 555-4928 | 2021 | 7     | 30  | 273      |
| 455 | (772) 555-5770 | (367) 555-0409 | 2021 | 7     | 30  | 350      |
| 456 | (547) 555-8781 | (328) 555-9658 | 2021 | 7     | 30  | 115      |
| 457 | (911) 555-0229 | (645) 555-8082 | 2021 | 7     | 30  | 552      |
| 458 | (258) 555-5627 | (901) 555-8732 | 2021 | 7     | 30  | 255      |
| 459 | (056) 555-0309 | (321) 555-6083 | 2021 | 7     | 31  | 234      |
| 460 | (676) 555-6554 | (608) 555-9302 | 2021 | 7     | 31  | 47       |
| 461 | (502) 555-6712 | (959) 555-4871 | 2021 | 7     | 31  | 493      |
| 462 | (243) 555-7229 | (829) 555-5269 | 2021 | 7     | 31  | 78       |
| 463 | (329) 555-5870 | (059) 555-4698 | 2021 | 7     | 31  | 377      |
| 464 | (786) 555-5321 | (771) 555-6667 | 2021 | 7     | 31  | 200      |
| 465 | (829) 555-5269 | (367) 555-0409 | 2021 | 7     | 31  | 412      |
| 466 | (098) 555-1164 | (234) 555-1294 | 2021 | 7     | 31  | 552      |
| 467 | (932) 555-1504 | (910) 555-3251 | 2021 | 7     | 31  | 288      |
| 468 | (464) 555-2162 | (329) 555-5870 | 2021 | 7     | 31  | 599      |
| 469 | (971) 555-6468 | (342) 555-9260 | 2021 | 7     | 31  | 562      |
| 470 | (771) 555-7880 | (645) 555-8082 | 2021 | 7     | 31  | 410      |
| 471 | (027) 555-1068 | (717) 555-1342 | 2021 | 7     | 31  | 567      |
| 472 | (660) 555-3095 | (042) 555-1772 | 2021 | 7     | 31  | 306      |
| 473 | (932) 555-1504 | (547) 555-8781 | 2021 | 7     | 31  | 383      |
| 474 | (636) 555-3370 | (328) 555-1152 | 2021 | 7     | 31  | 340      |
| 475 | (343) 555-0167 | (670) 555-8598 | 2021 | 7     | 31  | 448      |
| 476 | (183) 555-7322 | (877) 555-0523 | 2021 | 7     | 31  | 64       |
| 477 | (222) 555-8026 | (340) 555-8872 | 2021 | 7     | 31  | 310      |
| 478 | (499) 555-9472 | (020) 555-6715 | 2021 | 7     | 31  | 102      |
| 479 | (867) 555-9103 | (209) 555-7806 | 2021 | 7     | 31  | 95       |
| 480 | (368) 555-3561 | (183) 555-7322 | 2021 | 7     | 31  | 335      |
| 481 | (340) 555-8872 | (247) 555-7205 | 2021 | 7     | 31  | 97       |
| 482 | (356) 555-6641 | (741) 555-1748 | 2021 | 7     | 31  | 395      |
| 483 | (020) 555-6715 | (676) 555-6554 | 2021 | 7     | 31  | 599      |
| 484 | (487) 555-5865 | (342) 555-9260 | 2021 | 7     | 31  | 417      |
| 485 | (568) 555-3190 | (022) 555-4052 | 2021 | 7     | 31  | 458      |
| 486 | (329) 555-5870 | (998) 555-1979 | 2021 | 7     | 31  | 211      |
| 487 | (286) 555-0131 | (725) 555-3243 | 2021 | 7     | 31  | 558      |
| 488 | (367) 555-5533 | (696) 555-9195 | 2021 | 7     | 31  | 261      |
| 489 | (704) 555-5790 | (452) 555-8550 | 2021 | 7     | 31  | 278      |
| 490 | (604) 555-0153 | (301) 555-4174 | 2021 | 7     | 31  | 250      |
| 491 | (901) 555-8732 | (095) 555-3639 | 2021 | 7     | 31  | 224      |
| 492 | (711) 555-3007 | (168) 555-6126 | 2021 | 7     | 31  | 244      |
| 493 | (247) 555-7205 | (529) 555-7276 | 2021 | 7     | 31  | 92       |
| 494 | (959) 555-4871 | (839) 555-1757 | 2021 | 7     | 31  | 257      |
| 495 | (122) 555-4581 | (031) 555-9915 | 2021 | 7     | 31  | 484      |
| 496 | (786) 555-5321 | (125) 555-8030 | 2021 | 7     | 31  | 340      |
| 497 | (059) 555-4698 | (891) 555-5672 | 2021 | 7     | 31  | 435      |
| 498 | (118) 555-8106 | (375) 555-8161 | 2021 | 7     | 31  | 253      |
| 499 | (971) 555-2231 | (398) 555-1013 | 2021 | 7     | 31  | 516      |
| 500 | (786) 555-5321 | (911) 555-0229 | 2021 | 7     | 31  | 185      |
| 501 | (130) 555-0289 | (427) 555-0556 | 2021 | 7     | 31  | 458      |
| 502 | (725) 555-4692 | (962) 555-5827 | 2021 | 7     | 31  | 272      |
| 503 | (209) 555-7806 | (932) 555-1504 | 2021 | 7     | 31  | 152      |
| 504 | (772) 555-5770 | (020) 555-6715 | 2021 | 7     | 31  | 396      |
| 505 | (464) 555-2162 | (505) 555-5698 | 2021 | 7     | 31  | 224      |
| 506 | (693) 555-7986 | (007) 555-2874 | 2021 | 7     | 31  | 348      |
| 507 | (247) 555-7205 | (669) 555-6918 | 2021 | 7     | 31  | 150      |
| 508 | (529) 555-7276 | (789) 555-8833 | 2021 | 7     | 31  | 280      |
| 509 | (450) 555-8297 | (867) 555-9103 | 2021 | 7     | 31  | 460      |
| 510 | (892) 555-8872 | (368) 555-3561 | 2021 | 7     | 31  | 154      |
| 511 | (031) 555-9915 | (420) 555-5821 | 2021 | 7     | 31  | 218      |
| 512 | (831) 555-0973 | (356) 555-6641 | 2021 | 7     | 31  | 347      |
| 513 | (770) 555-1196 | (375) 555-8161 | 2021 | 7     | 31  | 150      |
| 514 | (669) 555-6918 | (056) 555-0309 | 2021 | 7     | 31  | 483      |
| 515 | (775) 555-7584 | (891) 555-5672 | 2021 | 7     | 31  | 343      |
| 516 | (031) 555-9915 | (496) 555-2096 | 2021 | 7     | 31  | 85       |
| 517 | (367) 555-0409 | (696) 555-9195 | 2021 | 7     | 31  | 215      |
| 518 | (234) 555-1294 | (033) 555-9033 | 2021 | 7     | 31  | 418      |
+-----+----------------+----------------+------+-------+-----+----------+
